4216,0100049,39934
4217,0118540,26580
4218,0091860,21309
4219,0089208,16263
4220,0071771,4985
4221,0102517,20704
4222,0087015,23730
4223,0215750,853
4224,0242445,10877
4225,0205873,5257
4226,0209144,77
4228,0125022,10833
4229,0239949,20309
4231,0244970,12658
4232,0227538,10054
4233,0246989,10646
4234,0236784,2575
4235,0245712,55
4236,0206187,65075
4237,0247380,44379
4238,0164334,2043
4239,0221027,4133
4241,0266860,10991
4246,0243155,634
4247,0245686,10956
4248,0236348,19366
4251,0221073,9519
4252,0255094,13898
4254,0231402,9290
4255,0240515,13166
4262,0086250,111
4263,0055895,32488
4265,0132245,10477
4266,0245120,12484
4267,0203755,2144
4268,0141907,24113
4270,0209163,1734
4271,0243889,38047
4273,0240913,4973
4274,0056937,8095
4275,0085811,849
4276,0089504,27223
4277,0016039,2981
4278,0025913,39266
4279,0098524,31863
4280,0084917,11307
4281,0062776,46498
4282,0064940,11163
4284,0060429,18691
4290,0101902,25221
4291,0080319,19494
4292,0079638,40842
4293,0090098,19357
4294,0045464,33743
4296,0066011,9062
4297,0093713,11174
4298,0048021,934
4299,0183790,9476
4300,0212826,37691
4302,0208911,10613
4304,0256408,14268
4305,0225071,5852
4306,0126029,808
4308,0203009,824
4310,0213149,676
4312,0210727,26813
4316,0077716,50541
4317,0102343,26255
4318,0100395,22414
4319,0046719,43329
4321,0101587,1406
4322,0095082,13554
4324,0048248,66035
4326,0095647,1632
4327,0054047,966
4329,0053221,301
4332,0094082,12623
4333,0094142,11896
4334,0244316,25538
4337,0060934,5923
4338,0041996,15497
4339,0059885,21876
4340,0255798,11090
4342,0212815,21056
4343,0251075,9397
4344,0244244,9705
4345,0254099,26475
4347,0234288,29937
4349,0065528,10364
4350,0116344,32458
4351,0102685,1089
4352,0098300,38043
4353,0086508,9967
4354,0105699,17494
4355,0092272,17465
4356,0045810,759
4357,0045891,10297
4359,0048605,10653
4360,0047574,21468
4361,0084805,9576
4366,0230011,10865
4367,0146316,1995
4368,0240462,10808
4369,0232500,9799
4370,0212720,644
4371,0255819,16161
4372,0250224,10691
4375,0228242,21488
4378,0203119,11826
4380,0203632,9301
4381,0243493,11444
4383,0228786,60670
4384,0246765,55551
4386,0239395,10992
4387,0271027,2140
4388,0257106,4248
4389,0245238,17612
4390,0249380,3134
4391,0224578,34899
4392,0099012,8217
4394,0058953,26483
4396,0082136,11286
4397,0087032,11950
4399,0058249,36245
4401,0057007,15875
4402,0059124,26573
4403,0053925,23439
4404,0016847,10728
4405,0015064,5991
4406,0056217,11697
4407,0091886,6106
4409,0105378,19200
4410,0091983,11300
4411,0059740,16211
4414,0057693,32569
4415,0082163,20075
4417,0082966,28794
4420,0046754,34689
4422,0069467,10238
4424,0065777,4789
4426,0048261,18030
4427,0063227,18988
4428,0055184,11536
4432,0051036,976
4433,0049966,69605
4437,0076786,11906
4438,0068767,11713
4440,0067824,12481
4441,0077594,13333
4442,0089461,13938
4443,0082869,10540
4444,0068935,9462
4445,0163862,82623
4446,0173840,2114
4447,0250494,8835
4448,0227445,11371
4450,0242193,9517
4451,0273300,25985
4452,0227005,15745
4453,0245280,24977
4454,0188913,36107
4458,0109049,13794
4459,0130445,13795
4462,0094593,38965
4464,0094606,31052
4465,0094608,10868
4466,0094602,9395
4467,0096764,14506
4469,0094669,4281
4470,0094675,2
4471,0094678,26044
4473,0094712,14911
4474,0094715,15592
4475,0094716,15267
4477,0094744,30502
4478,0094746,19382
4479,0094747,24679
4480,0094761,9599
4482,0094799,17170
4483,0094824,18509
4486,0094884,14441
4487,0094889,7520
4488,0094894,10126
4489,0094898,9602
4490,0094910,23752
4491,0097125,41952
4492,0090887,3980
4493,0094919,10127
4495,0094921,27397
4496,0094933,9748
4498,0094963,10651
4499,0095031,10141
4500,0092929,27362
4501,0095088,5680
4502,0095107,26386
4503,0095119,34053
4506,0095174,10675
4508,0095243,10130
4509,0095253,2617
4511,0095304,21362
4515,0095360,26723
4516,0095409,20443
4518,0095488,11347
4519,0095489,12144
4520,0095519,13704
4521,0095532,12505
4522,0095599,41963
4523,0095638,13482
4524,0095654,34014
4526,0095687,12120
4527,0095736,47818
4528,0095774,38617
4529,0095801,3543
4531,0095963,9604
4532,0095990,24929
4533,0089907,10925
4534,0095993,13965
4535,0084296,24266
4537,0096018,18197
4538,0096029,70842
4539,0096030,38909
4541,0096071,11503
4543,0096098,9717
4544,0096101,11966
4545,0091949,2605
4546,0096163,8740
4550,0096203,26798
4552,0096251,41428
4553,0096256,8337
4555,0096289,8463
4557,0096316,28176
4558,0096320,9493
4559,0096380,26603
4560,0096425,33172
4561,0096426,29095
4562,0096454,12582
4563,0096486,10001
4564,0096794,11352
4565,0088708,12500
4566,0092548,25678
4567,0096804,25682
4568,0096913,17882
4569,0106393,32049
4570,0096926,45225
4571,0096928,1648
4572,0096933,4105
4573,0096943,22711
4577,0097027,10142
4578,0097044,3064
4584,0097236,15142
4585,0097235,14550
4587,0097257,2210
4589,0085475,21721
4590,0097276,116014
4591,0097289,11828
4592,0097314,55699
4593,0097328,10551
4600,0097458,17190
4602,0097481,9085
4603,0097500,17819
4605,0097531,14776
4606,0097567,59585
4608,0097579,29185
4610,0097613,32059
4612,0097635,4486
4614,0097659,10222
4615,0097714,12774
4616,0097722,14621
4617,0097731,19118
4618,0097737,14372
4619,0097758,15138
4621,0097778,9494
4622,0097790,17362
4623,0097815,9942
4624,0097858,8216
4625,0097883,4296
4626,0097889,24739
4627,0097892,39197
4628,0097965,9686
4629,0097967,27418
4630,0097987,39002
4632,0098051,31606
4634,0098073,37146
4636,0098141,8867
4638,0163025,331
4639,0265029,11467
4640,0222851,327
4641,0162346,1548
4642,0248845,13403
4643,0133152,869
4644,0237539,552
4645,0123948,36095
4649,0243655,2171
4652,0098193,19142
4654,0098206,10135
4655,0098219,32767
4658,0098253,19236
4659,0098260,32261
4660,0098261,60276
4661,0098273,12150
4662,0098282,11185
4663,0098308,47045
4664,0098319,18683
4666,0098343,12478
4667,0098347,49788
4670,0094035,25155
4673,0098439,9618
4674,0098442,16560
4675,0098471,31608
4676,0098519,22102
4677,0098536,6951
4678,0098546,11959
4679,0098554,2616
4680,0098577,7091
4681,0098621,249
4682,0098622,11342
4684,0098678,32330
4686,0108539,8494
4687,0056868,26535
4688,0101465,41784
4690,0087089,2148
4691,0087130,42033
4692,0087428,11308
4696,0083366,19317
4697,0083624,27813
4698,0119842,57745
4699,0218922,2057
4700,0247638,9880
4701,0266915,5175
4703,0094868,41951
4704,0056059,11385
4705,0077288,4484
4706,0080489,11684
4709,0064782,20391
4710,0075213,12584
4711,0108323,70042
4712,0064285,1627
4713,0080360,11542
4714,0080377,17169
4716,0080408,33214
4717,0080436,19267
4718,0252866,2770
4719,0181739,12610
4720,0230600,1933
4721,0244000,13496
4722,0250202,21055
4723,0250323,24936
4724,0221559,80070
4725,0261983,10972
4727,0238112,1722
4728,0250687,9896
4731,0251141,125707
4732,0258470,9683
4733,0256524,2779
4734,0261392,2294
4735,0228333,10016
4736,0234829,26602
4737,0221799,37920
4738,0208196,22230
4740,0206926,13966
4741,0203166,742
4743,0255653,15104
4744,0263488,8922
4745,0184791,11065
4748,0103596,16314
4749,0109015,18885
4750,0112255,40508
4751,0080907,5922
4752,0081114,27346
4753,0092147,34223
4754,0070917,16307
4755,0118178,27681
4756,0246544,11370
4757,0202470,12508
4761,0200427,34714
4763,0263957,106230
4765,0242587,18734
4766,0250809,44321
4767,0047795,26661
4768,0013086,5998
4769,0248912,58062
4770,0221218,2176
4771,0180734,20857
4772,0229340,22617
4774,0246464,2185
4775,0118589,10696
4776,0139654,2034
4782,0239986,31016
4783,0264578,32567
4784,0082416,12537
4787,0102316,11521
4789,0071994,27327
4792,0053559,29756
4795,0058092,30295
4796,0053877,25767
4798,0051773,22874
4799,0057193,11576
4800,0029081,43860
4801,0033836,43802
4802,0053143,9660
4803,0067588,15393
4804,0055312,248
4806,0059527,25905
4809,0086312,12502
4810,0076172,66092
4811,0079766,10373
4812,0091993,13766
4814,0260866,12103
4815,0252501,11313
4816,0196229,9398
4818,0245891,45864
4821,0206314,10866
4822,0273799,34549
4823,0240890,9778
4826,0080437,16121
4830,0080474,1623
4831,0080492,40932
4832,0080500,32027
4833,0080516,13550
4834,0080520,13612
4835,0080549,16769
4836,0080556,42158
4837,0080569,27958
4840,0080610,1716
4842,0080641,20681
4844,0219965,3172
4846,0108148,12780
4848,0166924,1018
4849,0206963,25641
4851,0245501,102933
4854,0061489,26299
4855,0066999,984
4857,0067093,14811
4859,0095428,77670
4861,0119682,15560
4862,0102555,9585
4863,0072979,14267
4865,0120681,768
4866,0272020,2100
4867,0200027,11091
4873,0243017,9081
4874,0272152,167
4875,0279286,34043
4876,0245674,9378
4878,0246578,141
4880,0264796,11457
4881,0243133,10778
4885,0249478,11456
4886,0198781,585
4887,0267804,10796
4888,0275719,23949
4889,0252503,11088
4890,0256380,9889
4893,0080130,45964
4895,0290332,13408
4896,0241527,671
4897,0245115,17731
4898,0234354,20794
4899,0265087,11469
4901,0266987,1535
4902,0256009,1433
4903,0247425,1999
4911,0076221,11834
4912,0062994,16085
4914,0053472,269
4915,0083630,16441
4920,0035140,32847
4921,0024264,39938
4923,0035957,43510
4925,0077321,14584
4927,0076299,72277
4928,0075824,5781
4929,0084809,23805
4930,0060437,34388
4932,0080661,11033
4933,0080671,69716
4936,0080716,3537
4941,0080745,3604
4945,0074483,10649
4947,0076070,17689
4948,0051755,34084
4949,0089348,15983
4951,0100054,10847
4952,0089622,33525
4954,0054135,299
4956,0081568,42160
4957,0086383,10650
4958,0159273,8007
4960,0160403,81442
4961,0282856,50562
4963,0240772,161
4964,0233841,43774
4965,0270259,31064
4967,0283509,8342
4968,0261066,55479
4969,0037515,4886
4970,0020697,228
4971,0087747,23111
4972,0066195,42597
4973,0211915,194
4974,0277371,11397
4975,0259711,1903
4976,0280778,11889
4977,0283431,28171
4978,0259393,9523
4979,0265666,9428
4980,0101452,1649
4981,0090852,11938
4984,0060714,42724
4987,0086346,26978
4988,0094318,19209
4989,0278488,8386
4990,0268397,12589
4992,0035423,11232
4993,0120737,120
4994,0268995,11086
4995,0268978,453
4996,0228687,18939
4998,0051525,11414
4999,0027532,31507
5000,0064652,42612
5001,0036323,18783
5002,0068612,12593
5003,0071913,14683
5004,0063415,10794
5008,0051201,37257
5009,0248667,8489
5010,0265086,855
5012,0086619,10269
5013,0280707,5279
5014,0277027,10950
5015,0285742,1365
5016,0120824,6440
5017,0045555,14580
5018,0104922,49410
5021,0074937,6037
5022,0057490,42987
5023,0105789,61418
5025,0273923,11857
5026,0237534,6312
5027,0099044,11595
5028,0269746,24166
5033,0100530,10170
5034,0103129,18317
5038,0083951,27273
5039,0082288,848
5040,0087078,9610
5041,0085542,15035
5042,0080752,16127
5043,0080754,31603
5046,0160399,4965
5047,0240468,11891
5048,0281373,11888
5049,0083511,150
5051,0243862,112
5053,0109288,20678
5054,0085271,15050
5055,0106770,10423
5056,0071691,11710
5057,0057071,17691
5059,0145046,57976
5060,0066026,651
5061,0087751,31955
5062,0060955,20620
5063,0055257,18647
5064,0245844,11362
5065,0265349,2637
5066,0281358,10229
5069,0270933,68149
5071,0220627,35650
5072,0293416,9606
5073,0208990,11447
5074,0250081,16550
5075,0219405,13915
5076,0106223,34723
5079,0047688,43340
5080,0240900,20009
5081,0188453,2084
5083,0295552,74692
5085,0046828,51044
5087,0078122,4267
5088,0072353,4031
5092,0265298,11870
5093,0233469,9884
5094,0246894,11535
5095,0265713,27593
5096,0109190,11212
5097,0024914,29887
5098,0027527,32484
5099,0028988,28345
5101,0086194,21921
5102,0107985,21845
5103,0108037,11528
5105,0069995,931
5106,0275022,17130
5107,0251114,10592
5108,0251160,8470
5109,0280030,16690
5110,0247745,39939
5111,0107034,9272
5114,0044391,32499
5117,0073026,39282
5119,0054269,37230
5120,0069281,993
5121,0075276,11698
5122,0067803,41357
5125,0081698,14475
5127,0259288,10052
5128,0238546,11979
5134,0291341,9991
5135,0265343,480
5137,0143861,18984
5139,0074174,23479
5141,0075718,19050
5142,0061781,38442
5146,0216651,15999
5147,0050986,614
5151,0243736,2752
5152,0277434,10590
5153,0204700,40723
5159,0104254,13225
5161,0110146,46717
5164,0108395,35614
5165,0080057,7219
5167,0039645,18649
5168,0043983,18646
5169,0038057,17058
5170,0278295,13950
5171,0268695,2135
5172,0290212,15186
5177,0035015,965
5179,0080798,10889
5180,0080813,16149
5182,0080846,25628
5186,0080888,22288
5187,0080889,32030
