2805,0130121,10154
2806,0133046,10342
2807,0176269,10366
2808,0105698,9349
2809,0188863,15122
2810,0156887,10494
2812,0160401,22314
2815,0091278,11037
2816,0095382,11955
2817,0103617,2038
2819,0073802,11963
2820,0058175,141489
2822,0104839,9096
2824,0181733,113273
2826,0120657,1911
2827,0138304,2900
2828,0160236,17709
2829,0164108,37718
2832,0144286,30964
2835,0163579,2162
2836,0125971,14578
2837,0126810,40694
2839,0157183,49184
2840,0145531,10307
2841,0164181,11601
2843,0118843,1075
2844,0151582,21719
2845,0178988,40879
2846,0097050,47951
2847,0031762,43832
2848,0045251,47697
2849,0102741,49792
2850,0107895,77064
2851,0081454,
2852,0088146,26522
2853,0076150,23761
2855,0086014,42114
2856,0059297,28295
2857,0063823,12105
2858,0169547,14
2859,0088178,24128
2860,0181316,11001
2861,0126916,10390
2862,0080491,9453
2863,0058182,704
2864,0127296,35122
2866,0077280,24153
2867,0089175,11797
2868,0097390,18086
2869,0111342,124475
2870,0061385,17887
2871,0068473,10669
2872,0082348,11527
2874,0050814,40867
2875,0108185,1049
2876,0111419,28032
2877,0073812,11326
2878,0082511,28377
2879,0099558,10975
2880,0091431,10974
2881,0150377,10398
2882,0120716,2290
2883,0140397,24071
2884,0129884,62994
2885,0160338,60994
2886,0159421,16112
2887,0168172,32305
2888,0164114,14429
2889,0134618,15198
2890,0120188,6415
2891,0162360,24066
2892,0133122,21430
2893,0134033,10381
2894,0194314,171982
2897,0087188,5622
2898,0106664,10349
2899,0031397,42518
2900,0095652,29787
2901,0079714,9638
2902,0086154,10576
2903,0091799,12662
2904,0023369,61369
2905,0056443,11712
2906,0156934,12618
2907,0167427,13824
2908,0171804,226
2912,0165854,10388
2913,0165874,17198
2915,0086200,9346
2916,0100802,861
2917,0082089,14412
2918,0091042,9377
2919,0086617,11541
2920,0037674,2457
2921,0068699,11901
2922,0061747,4929
2923,0076123,85325
2924,0080179,11230
2925,0065571,8416
2926,0095270,11054
2927,0037558,851
2928,0087980,24453
2929,0082979,18254
2930,0176093,56235
2932,0077405,16642
2935,0033804,3086
2936,0034240,16305
2937,0035169,32255
2938,0091214,48797
2939,0046126,19997
2940,0038559,3767
2941,0052225,17352
2942,0085549,535
2943,0104507,2731
2944,0061578,1654
2945,0087722,31043
2946,0059260,14831
2947,0058150,658
2948,0057076,657
2949,0055928,646
2950,0080453,5689
2951,0058461,391
2952,0119256,8052
2953,0104431,772
2956,0094008,31650
2959,0137523,550
2961,0160916,12220
2962,0119114,1610
2964,0192194,42881
2966,0166896,404
2967,0048977,42196
2968,0081633,36819
2969,0061138,42726
2970,0083946,9343
2971,0078754,16858
2972,0093206,42006
2973,0097123,11562
2974,0200469,10496
2975,0168501,16162
2976,0163988,8649
2977,0142201,31306
2978,0144640,10563
2979,0172627,14484
2981,0072742,94857
2982,0099710,32043
2983,0059319,15247
2984,0067527,29251
2985,0093870,5548
2986,0100502,5549
2987,0096438,856
2988,0081150,38772
2989,0082398,699
2990,0097742,709
2991,0070328,253
2992,0091829,13511
2993,0059800,660
2995,0185371,11377
2996,0166943,26149
2997,0120601,492
2998,0144178,108346
3000,0119698,128
3001,0157075,46286
3002,0200849,8672
3003,0170705,8056
3004,0120596,2020
3005,0145681,9481
3006,0140352,9008
3007,0181288,14242
3008,0156729,16129
3010,0200071,11489
3011,0065088,28145
3013,0099180,18111
3015,0077355,11223
3016,0083767,16281
3017,0092796,16288
3018,0089885,1694
3019,0097240,476
3020,0106856,37094
3021,0082427,13555
3022,0017925,961
3024,0078087,24831
3025,0062218,64963
3028,0061407,25560
3029,0082817,21610
3030,0055630,11878
3031,0100475,11510
3032,0067525,11234
3033,0094012,957
3034,0070608,11886
3035,0048380,37853
3036,0082484,62204
3037,0065988,11040
3038,0050371,21849
3039,0086465,1621
3040,0079540,14035
3041,0087700,40771
3042,0093516,40772
3043,0104837,40773
3044,0101669,11498
3045,0105130,11790
3046,0113416,29371
3047,0083911,276635
3048,0083254,47941
3051,0149691,21349
3052,0120655,1832
3053,0151137,10047
3054,0190641,10228
3055,0165773,47692
3057,0118150,144953
3060,0101605,11663
3061,0034862,13485
3062,0056197,9289
3063,0105156,9264
3064,0119908,18222
3066,0066473,11165
3067,0095675,4203
3068,0084855,24226
3069,0068528,88875
3070,0086856,11379
3071,0094027,29154
3072,0093565,2039
3074,0068762,11943
3075,0059646,11481
3076,0057187,2690
3077,0164312,20565
3078,0165859,27141
3079,0178737,10399
3081,0162661,2668
3082,0143145,36643
3083,0185125,99
3086,0024852,25898
3087,0096061,9647
3088,0042546,11787
3089,0040522,5156
3090,0093509,24276
3091,0080979,11953
3093,0067411,29005
3094,0093512,26371
3095,0032551,596
3096,0050738,52470
3097,0033045,20334
3098,0087781,11393
3099,0073692,31121
3100,0105265,293
3101,0093010,10998
3102,0089360,12235
3103,0100680,36094
3104,0095631,9013
3105,0099077,11005
3106,0099291,59820
3107,0101393,2924
3108,0101889,177
3109,0088007,38557
3110,0087091,42087
3111,0087921,13681
3112,0090556,34760
3113,0146675,9946
3114,0120363,863
3115,0155711,31582
3116,0189744,125520
3117,0134154,22267
3118,0161023,55123
3120,0104114,10411
3121,0045877,41462
3122,0033021,1718
3125,0172396,20024
3127,0144715,13787
3128,0160513,54933
3129,0158371,9684
3130,0099165,9586
3133,0015863,33015
3134,0028950,777
3135,0079239,21887
3136,0050558,5652
3138,0096171,32331
3140,0014538,32628
3141,0100828,32669
3142,0096328,18161
3143,0063056,31681
3144,0060463,33666
3145,0150216,32274
3146,0205000,10402
3147,0120689,497
3148,0124315,1715
3150,0141974,42739
3152,0067328,25188
3153,0051337,15515
3155,0166485,1439
3156,0182789,2277
3157,0164912,10137
3158,0162866,10387
3159,0120910,49948
3160,0175880,334
3161,0119079,30237
3163,0151568,46435
3165,0106455,22213
3166,0096978,47070
3167,0066892,36492
3168,0064276,624
3169,0087231,26578
3171,0053226,43103
3173,0146838,9563
3174,0125664,1850
3175,0177789,926
3176,0134119,1213
3177,0195945,10471
3178,0174856,10400
3179,0145653,10397
3180,0196857,20761
3181,0120866,12524
3182,0192335,28216
3183,0174268,36773
3185,0120834,10219
3186,0172493,3558
3188,0208261,41276
3189,0156812,17908
3190,0134983,10384
3192,0169302,48233
3194,0070903,10236
3196,0046359,632
3197,0095897,11851
3198,0070511,5924
3199,0050815,33734
